location,date,cases,deaths
India,2020-08-28,77266,1057
India,2020-08-29,76472,1021
India,2020-08-30,78761,948
India,2020-08-31,78512,971
India,2020-09-01,69921,759
India,2020-09-02,78357,1105
India,2020-09-03,83883,1043
India,2020-09-04,83341,1096
India,2020-09-05,86432,1089
India,2020-09-06,90632,1065
India,2020-09-07,90802,1016
India,2020-09-08,75809,1133
India,2020-09-09,89706,1115
India,2020-09-10,95735,1172
India,2020-09-11,96551,1209
India,2020-09-12,97570,1201
India,2020-09-13,94372,1114
India,2020-09-14,92071,1136
India,2020-09-15,83809,1054
India,2020-09-16,90123,1290
India,2020-09-17,97894,1132
India,2020-09-18,96424,1174
India,2020-09-19,93337,1247
India,2020-09-20,92605,1133
India,2020-09-21,86961,1130
India,2020-09-22,75083,1053
India,2020-09-23,83347,1085
India,2020-09-24,86508,1129
India,2020-09-25,86052,1141
India,2020-09-26,85362,1089
India,2020-09-27,88600,1124
India,2020-09-28,82170,1039
India,2020-09-29,70589,776
India,2020-09-30,80472,1179
India,2020-10-01,86821,1181
India,2020-10-02,81484,1095
India,2020-10-03,79476,1069
India,2020-10-04,75829,940
India,2020-10-05,74442,903
India,2020-10-06,61267,884
India,2020-10-07,72049,986
India,2020-10-08,78524,971
India,2020-10-09,70496,964
India,2020-10-10,73272,926
India,2020-10-11,74383,918
India,2020-10-12,66732,816
India,2020-10-13,55342,706
India,2020-10-14,63509,730
India,2020-10-15,67708,680
India,2020-10-16,63371,895
India,2020-10-17,62212,837
India,2020-10-18,61871,1033
India,2020-10-19,55722,579
India,2020-10-20,46790,587
India,2020-10-21,54044,717
India,2020-10-22,55839,702
India,2020-10-23,54366,690
India,2020-10-24,53370,650
India,2020-10-25,50129,578
India,2020-10-26,45148,480
India,2020-10-27,36470,488
India,2020-10-28,43893,508
India,2020-10-29,49881,517
India,2020-10-30,48648,563
India,2020-10-31,48268,551
India,2020-11-01,46963,470
India,2020-11-02,45231,496
India,2020-11-03,38310,490
India,2020-11-04,46253,514
India,2020-11-05,50210,704
India,2020-11-06,47638,670
India,2020-11-07,50356,577
India,2020-11-08,45674,559
India,2020-11-09,45903,490
India,2020-11-10,38073,448
India,2020-11-11,44281,512
India,2020-11-12,47905,550
Ethiopia,2020-03-14,1,0
Ethiopia,2020-03-15,0,0
Ethiopia,2020-03-16,3,0
Ethiopia,2020-03-17,1,0
Ethiopia,2020-03-18,0,0
Ethiopia,2020-03-19,1,0
Ethiopia,2020-03-20,1,0
Ethiopia,2020-03-21,2,0
Ethiopia,2020-03-22,0,0
Ethiopia,2020-03-23,2,0
Ethiopia,2020-03-24,0,0
Ethiopia,2020-03-25,0,0
Ethiopia,2020-03-26,1,0
Ethiopia,2020-03-27,0,0
Ethiopia,2020-03-28,4,0
Ethiopia,2020-03-29,0,0
Ethiopia,2020-03-30,0,0
Ethiopia,2020-03-31,7,0
Ethiopia,2020-04-01,2,0
Ethiopia,2020-04-02,4,0
Ethiopia,2020-04-03,0,0
Ethiopia,2020-04-04,6,0
Ethiopia,2020-04-05,3,0
Ethiopia,2020-04-06,5,2
Ethiopia,2020-04-07,1,0
Ethiopia,2020-04-08,8,0
Ethiopia,2020-04-09,3,0
Ethiopia,2020-04-10,1,0
Ethiopia,2020-04-11,9,0
Ethiopia,2020-04-12,4,1
Ethiopia,2020-04-13,2,0
Ethiopia,2020-04-14,3,0
Ethiopia,2020-04-15,8,0
Ethiopia,2020-04-16,3,0
Ethiopia,2020-04-17,7,0
Ethiopia,2020-04-18,4,0
Ethiopia,2020-04-19,9,0
Ethiopia,2020-04-20,3,0
Ethiopia,2020-04-21,3,0
Ethiopia,2020-04-22,3,0
Ethiopia,2020-04-23,2,0
Ethiopia,2020-04-24,0,0
Ethiopia,2020-04-25,1,0
Ethiopia,2020-04-26,5,0
Ethiopia,2020-04-27,1,0
Ethiopia,2020-04-28,1,0
Ethiopia,2020-04-29,2,0
Ethiopia,2020-04-30,4,0
Ethiopia,2020-05-01,1,0
Ethiopia,2020-05-02,2,0
Ethiopia,2020-05-03,0,0
Ethiopia,2020-05-04,2,0
Ethiopia,2020-05-05,5,0
Ethiopia,2020-05-06,5,1
Ethiopia,2020-05-07,17,0
Ethiopia,2020-05-08,29,0
Ethiopia,2020-05-09,3,0
Ethiopia,2020-05-10,16,1
Ethiopia,2020-05-11,29,0
Ethiopia,2020-05-12,11,0
Ethiopia,2020-05-13,11,0
Ethiopia,2020-05-14,2,0
Ethiopia,2020-05-15,9,0
Ethiopia,2020-05-16,15,0
Ethiopia,2020-05-17,19,0
Ethiopia,2020-05-18,11,0
Ethiopia,2020-05-19,35,0
Ethiopia,2020-05-20,13,0
Ethiopia,2020-05-21,24,0
Ethiopia,2020-05-22,10,0
Ethiopia,2020-05-23,34,0
Ethiopia,2020-05-24,61,0
Ethiopia,2020-05-25,88,0
Ethiopia,2020-05-26,73,0
Ethiopia,2020-05-27,46,1
Ethiopia,2020-05-28,30,0
Ethiopia,2020-05-29,100,1
Ethiopia,2020-05-30,137,1
Ethiopia,2020-05-31,95,0
Ethiopia,2020-06-01,109,3
Ethiopia,2020-06-02,85,1
Ethiopia,2020-06-03,87,2
Ethiopia,2020-06-04,142,3
Ethiopia,2020-06-05,150,1
Ethiopia,2020-06-06,169,1
Ethiopia,2020-06-07,129,1
Ethiopia,2020-06-08,86,7
Ethiopia,2020-06-09,136,0
Ethiopia,2020-06-10,180,5
Ethiopia,2020-06-11,170,3
Ethiopia,2020-06-12,164,5
Ethiopia,2020-06-13,245,7
Ethiopia,2020-06-14,251,8
Ethiopia,2020-06-15,179,2
Ethiopia,2020-06-16,176,3
Ethiopia,2020-06-17,109,1
Ethiopia,2020-06-18,129,2
Ethiopia,2020-06-19,195,2
Ethiopia,2020-06-20,116,7
Ethiopia,2020-06-21,399,0
Ethiopia,2020-06-22,63,2
Ethiopia,2020-06-23,131,1
Ethiopia,2020-06-24,185,0
Ethiopia,2020-06-25,186,3
Ethiopia,2020-06-26,141,3
Ethiopia,2020-06-27,250,8
Ethiopia,2020-06-28,145,5
Ethiopia,2020-06-29,119,4
Ethiopia,2020-06-30,157,5
Ethiopia,2020-07-01,0,0
Ethiopia,2020-07-02,0,0
Ethiopia,2020-07-03,0,0
Ethiopia,2020-07-04,0,0
Ethiopia,2020-07-05,0,0
Ethiopia,2020-07-06,0,0
Ethiopia,2020-07-07,540,13
Ethiopia,2020-07-08,280,3
Ethiopia,2020-07-09,108,1
Ethiopia,2020-07-10,199,0
Ethiopia,2020-07-11,147,4
Ethiopia,2020-07-12,282,0
Ethiopia,2020-07-13,158,3
Ethiopia,2020-07-14,206,1
Ethiopia,2020-07-15,203,11
Ethiopia,2020-07-16,212,7
Ethiopia,2020-07-17,294,2
Ethiopia,2020-07-18,328,2
Ethiopia,2020-07-19,344,13
Ethiopia,2020-07-20,356,4
Ethiopia,2020-07-21,704,3
Ethiopia,2020-07-22,304,3
Ethiopia,2020-07-23,561,7
Ethiopia,2020-07-24,452,8
Ethiopia,2020-07-25,409,9
Ethiopia,2020-07-26,760,3
Ethiopia,2020-07-27,1275,23
Ethiopia,2020-07-28,579,5
Ethiopia,2020-07-29,653,11
Ethiopia,2020-07-30,610,14
Ethiopia,2020-07-31,805,10
Ethiopia,2020-08-01,915,11
Ethiopia,2020-08-02,469,10
Ethiopia,2020-08-03,0,0
Ethiopia,2020-08-04,1290,52
Ethiopia,2020-08-05,588,7
Ethiopia,2020-08-06,459,13
Ethiopia,2020-08-07,564,9
Ethiopia,2020-08-08,552,15
Ethiopia,2020-08-09,801,10
Ethiopia,2020-08-10,565,17
Ethiopia,2020-08-11,773,13
Ethiopia,2020-08-12,584,20
Ethiopia,2020-08-13,943,23
Ethiopia,2020-08-14,1086,16
Ethiopia,2020-08-15,1038,13
Ethiopia,2020-08-16,1652,17
Ethiopia,2020-08-17,982,19
Ethiopia,2020-08-18,1460,16
Ethiopia,2020-08-19,1386,28
Ethiopia,2020-08-20,1336,28
Ethiopia,2020-08-21,1778,20
Ethiopia,2020-08-22,1829,17
Ethiopia,2020-08-23,1368,25
Ethiopia,2020-08-24,1638,16
Ethiopia,2020-08-25,1472,14
Ethiopia,2020-08-26,1545,17
Ethiopia,2020-08-27,1533,16
Ethiopia,2020-08-28,1186,20
Ethiopia,2020-08-29,1733,13
Ethiopia,2020-08-30,1514,12
Ethiopia,2020-08-31,1468,23
Ethiopia,2020-09-01,1009,16
Ethiopia,2020-09-02,1173,19
Ethiopia,2020-09-03,1105,18
Ethiopia,2020-09-04,804,10
Ethiopia,2020-09-05,1303,24
Ethiopia,2020-09-06,950,17
Ethiopia,2020-09-07,1206,21
Ethiopia,2020-09-08,976,15
Ethiopia,2020-09-09,1136,16
Ethiopia,2020-09-10,916,17
Ethiopia,2020-09-11,878,8
Ethiopia,2020-09-12,789,12
Ethiopia,2020-09-13,521,10
Ethiopia,2020-09-14,413,17
Ethiopia,2020-09-15,485,9
Ethiopia,2020-09-16,700,13
Ethiopia,2020-09-17,738,10
Ethiopia,2020-09-18,689,15
Ethiopia,2020-09-19,602,12
Ethiopia,2020-09-20,616,17
Ethiopia,2020-09-21,689,7
Ethiopia,2020-09-22,889,12
Ethiopia,2020-09-23,713,19
Ethiopia,2020-09-24,661,14
Ethiopia,2020-09-25,604,7
Ethiopia,2020-09-26,486,7
Ethiopia,2020-09-27,527,10
Ethiopia,2020-09-28,632,5
Ethiopia,2020-09-29,612,7
Ethiopia,2020-09-30,640,14
Ethiopia,2020-10-01,784,7
Ethiopia,2020-10-02,730,7
Ethiopia,2020-10-03,890,3
Ethiopia,2020-10-04,872,6
Ethiopia,2020-10-05,959,8
Ethiopia,2020-10-06,618,8
Ethiopia,2020-10-07,566,8
Ethiopia,2020-10-08,892,17
Ethiopia,2020-10-09,902,7
Ethiopia,2020-10-10,865,9
Ethiopia,2020-10-11,767,6
Ethiopia,2020-10-12,866,10
Ethiopia,2020-10-13,841,14
Ethiopia,2020-10-14,582,4
Ethiopia,2020-10-15,712,7
Ethiopia,2020-10-16,739,13
Ethiopia,2020-10-17,665,12
Ethiopia,2020-10-18,600,9
Ethiopia,2020-10-19,703,6
Ethiopia,2020-10-20,723,13
Ethiopia,2020-10-21,630,6
Ethiopia,2020-10-22,628,13
Ethiopia,2020-10-23,575,12
Ethiopia,2020-10-24,536,4
Ethiopia,2020-10-25,629,19
Ethiopia,2020-10-26,485,7
Ethiopia,2020-10-27,364,11
Ethiopia,2020-10-28,511,8
Ethiopia,2020-10-29,602,6
Ethiopia,2020-10-30,481,6
Ethiopia,2020-10-31,488,7
Ethiopia,2020-11-01,380,5
Ethiopia,2020-11-02,414,9
Ethiopia,2020-11-03,359,11
Ethiopia,2020-11-04,560,5
Ethiopia,2020-11-05,379,9
Ethiopia,2020-11-06,510,5
Ethiopia,2020-11-07,355,4
Ethiopia,2020-11-08,455,6
Ethiopia,2020-11-09,474,5
Ethiopia,2020-11-10,307,7
Ethiopia,2020-11-11,345,7
Ethiopia,2020-11-12,400,8
Kenya,2020-03-14,1,0
Kenya,2020-03-15,0,0
Kenya,2020-03-16,2,0
Kenya,2020-03-17,0,0
Kenya,2020-03-18,1,0
Kenya,2020-03-19,3,0
Kenya,2020-03-20,0,0
Kenya,2020-03-21,0,0
Kenya,2020-03-22,0,0
Kenya,2020-03-23,8,0
Kenya,2020-03-24,1,0
Kenya,2020-03-25,9,0
Kenya,2020-03-26,0,0
Kenya,2020-03-27,6,1
Kenya,2020-03-28,0,0
Kenya,2020-03-29,7,0
Kenya,2020-03-30,4,0
Kenya,2020-03-31,8,0
Kenya,2020-04-01,9,0
Kenya,2020-04-02,22,0
Kenya,2020-04-03,29,2
Kenya,2020-04-04,12,1
Kenya,2020-04-05,4,0
Kenya,2020-04-06,16,0
Kenya,2020-04-07,16,0
Kenya,2020-04-08,14,2
Kenya,2020-04-09,7,0
Kenya,2020-04-10,5,1
Kenya,2020-04-11,5,0
Kenya,2020-04-12,2,0
Kenya,2020-04-13,6,1
Kenya,2020-04-14,11,1
Kenya,2020-04-15,8,0
Kenya,2020-04-16,9,1
Kenya,2020-04-17,9,1
Kenya,2020-04-18,12,0
Kenya,2020-04-19,16,1
Kenya,2020-04-20,8,2
Kenya,2020-04-21,11,0
Kenya,2020-04-22,0,0
Kenya,2020-04-23,22,0
Kenya,2020-04-24,17,0
Kenya,2020-04-25,16,0
Kenya,2020-04-26,7,0
Kenya,2020-04-27,12,0
Kenya,2020-04-28,8,0
Kenya,2020-04-29,11,0
Kenya,2020-04-30,10,1
Kenya,2020-05-01,12,2
Kenya,2020-05-02,15,4
Kenya,2020-05-03,24,1
Kenya,2020-05-04,30,2
Kenya,2020-05-05,25,0
Kenya,2020-05-06,45,0
Kenya,2020-05-07,47,2
Kenya,2020-05-08,25,3
Kenya,2020-05-09,14,0
Kenya,2020-05-10,28,1
Kenya,2020-05-11,23,2
Kenya,2020-05-12,28,1
Kenya,2020-05-13,15,3
Kenya,2020-05-14,22,4
Kenya,2020-05-15,21,2
Kenya,2020-05-16,23,3
Kenya,2020-05-17,49,5
Kenya,2020-05-18,57,0
Kenya,2020-05-19,25,0
Kenya,2020-05-20,51,0
Kenya,2020-05-21,66,0
Kenya,2020-05-22,80,0
Kenya,2020-05-23,52,0
Kenya,2020-05-24,31,0
Kenya,2020-05-25,22,1
Kenya,2020-05-26,72,1
Kenya,2020-05-27,62,0
Kenya,2020-05-28,123,3
Kenya,2020-05-29,147,3
Kenya,2020-05-30,127,4
Kenya,2020-05-31,143,1
Kenya,2020-06-01,74,1
Kenya,2020-06-02,59,5
Kenya,2020-06-03,72,2
Kenya,2020-06-04,123,3
Kenya,2020-06-05,124,4
Kenya,2020-06-06,134,1
Kenya,2020-06-07,126,4
Kenya,2020-06-08,167,1
Kenya,2020-06-09,95,1
Kenya,2020-06-10,127,3
Kenya,2020-06-11,105,1
Kenya,2020-06-12,121,3
Kenya,2020-06-13,90,4
Kenya,2020-06-14,152,4
Kenya,2020-06-15,137,3
Kenya,2020-06-16,133,1
Kenya,2020-06-17,133,1
Kenya,2020-06-18,184,2
Kenya,2020-06-19,213,10
Kenya,2020-06-20,117,2
Kenya,2020-06-21,104,2
Kenya,2020-06-22,260,2
Kenya,2020-06-23,59,2
Kenya,2020-06-24,155,3
Kenya,2020-06-25,254,2
Kenya,2020-06-26,178,2
Kenya,2020-06-27,149,5
Kenya,2020-06-28,278,4
Kenya,2020-06-29,259,2
Kenya,2020-06-30,120,1
Kenya,2020-07-01,176,4
Kenya,2020-07-02,307,1
Kenya,2020-07-03,268,3
Kenya,2020-07-04,247,2
Kenya,2020-07-05,389,5
Kenya,2020-07-06,309,1
Kenya,2020-07-07,181,4
Kenya,2020-07-08,183,3
Kenya,2020-07-09,278,2
Kenya,2020-07-10,447,4
Kenya,2020-07-11,473,8
Kenya,2020-07-12,278,3
Kenya,2020-07-13,379,1
Kenya,2020-07-14,189,12
Kenya,2020-07-15,497,5
Kenya,2020-07-16,461,7
Kenya,2020-07-17,421,4
Kenya,2020-07-18,389,9
Kenya,2020-07-19,688,3
Kenya,2020-07-20,603,9
Kenya,2020-07-21,418,4
Kenya,2020-07-22,397,12
Kenya,2020-07-23,637,10
Kenya,2020-07-24,796,3
Kenya,2020-07-25,667,11
Kenya,2020-07-26,375,4
Kenya,2020-07-27,960,2
Kenya,2020-07-28,372,5
Kenya,2020-07-29,606,14
Kenya,2020-07-30,544,12
Kenya,2020-07-31,788,14
Kenya,2020-08-01,723,16
Kenya,2020-08-02,727,23
Kenya,2020-08-03,690,5
Kenya,2020-08-04,544,13
Kenya,2020-08-05,605,6
Kenya,2020-08-06,671,3
Kenya,2020-08-07,538,8
Kenya,2020-08-08,727,14
Kenya,2020-08-09,699,5
Kenya,2020-08-10,599,2
Kenya,2020-08-11,492,3
Kenya,2020-08-12,497,15
Kenya,2020-08-13,679,18
Kenya,2020-08-14,650,4
Kenya,2020-08-15,580,5
Kenya,2020-08-16,515,7
Kenya,2020-08-17,271,2
Kenya,2020-08-18,245,8
Kenya,2020-08-19,271,5
Kenya,2020-08-20,379,19
Kenya,2020-08-21,426,10
Kenya,2020-08-22,322,16
Kenya,2020-08-23,355,10
Kenya,2020-08-24,246,6
Kenya,2020-08-25,193,6
Kenya,2020-08-26,246,5
Kenya,2020-08-27,213,5
Kenya,2020-08-28,373,3
Kenya,2020-08-29,241,0
Kenya,2020-08-30,164,5
Kenya,2020-08-31,263,2
Kenya,2020-09-01,144,3
Kenya,2020-09-02,114,0
Kenya,2020-09-03,178,0
Kenya,2020-09-04,212,8
Kenya,2020-09-05,179,4
Kenya,2020-09-06,136,5
Kenya,2020-09-07,83,3
Kenya,2020-09-08,102,2
Kenya,2020-09-09,151,0
Kenya,2020-09-10,104,8
Kenya,2020-09-11,143,5
Kenya,2020-09-12,190,4
Kenya,2020-09-13,176,3
Kenya,2020-09-14,188,3
Kenya,2020-09-15,0,0
Kenya,2020-09-16,48,2
Kenya,2020-09-17,96,10
Kenya,2020-09-18,275,8
Kenya,2020-09-19,148,4
Kenya,2020-09-20,105,0
Kenya,2020-09-21,152,2
Kenya,2020-09-22,98,2
Kenya,2020-09-23,139,9
Kenya,2020-09-24,130,5
Kenya,2020-09-25,141,5
Kenya,2020-09-26,218,13
Kenya,2020-09-27,164,7
Kenya,2020-09-28,244,2
Kenya,2020-09-29,53,9
Kenya,2020-09-30,210,7
Kenya,2020-10-01,151,4
Kenya,2020-10-02,184,7
Kenya,2020-10-03,210,7
Kenya,2020-10-04,261,3
Kenya,2020-10-05,243,3
Kenya,2020-10-06,22,4
Kenya,2020-10-07,137,8
Kenya,2020-10-08,321,5
Kenya,2020-10-09,271,3
Kenya,2020-10-10,442,4
Kenya,2020-10-11,538,5
Kenya,2020-10-12,388,6
Kenya,2020-10-13,73,11
Kenya,2020-10-14,318,10
Kenya,2020-10-15,604,10
Kenya,2020-10-16,602,8
Kenya,2020-10-17,437,8
Kenya,2020-10-18,616,12
Kenya,2020-10-19,685,7
Kenya,2020-10-20,195,7
Kenya,2020-10-21,571,3
Kenya,2020-10-22,497,16
Kenya,2020-10-23,1068,12
Kenya,2020-10-24,631,14
Kenya,2020-10-25,947,12
Kenya,2020-10-26,931,6
Kenya,2020-10-27,276,18
Kenya,2020-10-28,836,14
Kenya,2020-10-29,1018,0
Kenya,2020-10-30,761,30
Kenya,2020-10-31,1185,17
Kenya,2020-11-01,1395,15
Kenya,2020-11-02,685,17
Kenya,2020-11-03,724,14
Kenya,2020-11-04,492,12
Kenya,2020-11-05,1494,12
Kenya,2020-11-06,1008,21
Kenya,2020-11-07,1109,21
Kenya,2020-11-08,1065,10
Kenya,2020-11-09,719,8
Kenya,2020-11-10,756,19
Kenya,2020-11-11,1344,24
Kenya,2020-11-12,0,0
South Africa,2020-03-06,1,0
South Africa,2020-03-07,,
South Africa,2020-03-08,1,0
South Africa,2020-03-09,1,0
South Africa,2020-03-10,4,0
South Africa,2020-03-11,,
South Africa,2020-03-12,6,0
South Africa,2020-03-13,4,0
South Africa,2020-03-14,7,0
South Africa,2020-03-15,0,0
South Africa,2020-03-16,27,0
South Africa,2020-03-17,11,0
South Africa,2020-03-18,23,0
South Africa,2020-03-19,31,0
South Africa,2020-03-20,34,0
South Africa,2020-03-21,55,0
South Africa,2020-03-22,35,0
South Africa,2020-03-23,34,0
South Africa,2020-03-24,128,0
South Africa,2020-03-25,155,0
South Africa,2020-03-26,152,0
South Africa,2020-03-27,218,2
South Africa,2020-03-28,243,0
South Africa,2020-03-29,17,0
South Africa,2020-03-30,93,0
South Africa,2020-03-31,46,1
South Africa,2020-04-01,27,2
South Africa,2020-04-02,27,0
South Africa,2020-04-03,82,0
South Africa,2020-04-04,43,2
South Africa,2020-04-05,80,2
South Africa,2020-04-06,70,2
South Africa,2020-04-07,31,1
South Africa,2020-04-08,63,1
South Africa,2020-04-09,96,5
South Africa,2020-04-10,89,0
South Africa,2020-04-11,69,6
South Africa,2020-04-12,25,1
South Africa,2020-04-13,145,0
South Africa,2020-04-14,99,2
South Africa,2020-04-15,143,0
South Africa,2020-04-16,91,7
South Africa,2020-04-17,99,14
South Africa,2020-04-18,178,2
South Africa,2020-04-19,251,2
South Africa,2020-04-20,124,2
South Africa,2020-04-21,142,4
South Africa,2020-04-22,165,0
South Africa,2020-04-23,170,7
South Africa,2020-04-24,318,10
South Africa,2020-04-25,267,4
South Africa,2020-04-26,141,7
South Africa,2020-04-27,185,1
South Africa,2020-04-28,247,3
South Africa,2020-04-29,203,3
South Africa,2020-04-30,354,10
South Africa,2020-05-01,297,0
South Africa,2020-05-02,304,13
South Africa,2020-05-03,385,7
South Africa,2020-05-04,447,8
South Africa,2020-05-05,437,7
South Africa,2020-05-06,352,10
South Africa,2020-05-07,236,5
South Africa,2020-05-08,424,8
South Africa,2020-05-09,663,17
South Africa,2020-05-10,525,8
South Africa,2020-05-11,595,8
South Africa,2020-05-12,637,12
South Africa,2020-05-13,698,0
South Africa,2020-05-14,724,13
South Africa,2020-05-15,665,19
South Africa,2020-05-16,785,9
South Africa,2020-05-17,831,14
South Africa,2020-05-18,1160,3
South Africa,2020-05-19,918,22
South Africa,2020-05-20,767,26
South Africa,2020-05-21,803,27
South Africa,2020-05-22,1134,30
South Africa,2020-05-23,988,28
